,APM,Tcell,IFNgamma,PDL1
TCGA-K4-A83P,1.625516548,0.721468682,2.935298097,1.689261786
TCGA-K4-AAQO,1.624019869,0.131968707,2.658819121,0.995850095
TCGA-KQ-A41N,1.424563564,-0.880712031,1.344660546,0.789199833
TCGA-KQ-A41O,1.340963488,-0.411172537,0.953326488,0.353897005
TCGA-KQ-A41P,1.54220869,-0.633313637,2.422338705,0.638968214
TCGA-KQ-A41Q,1.486466054,-0.80986217,1.482658172,0.993061297
TCGA-KQ-A41R,1.507236036,-0.727739359,1.799252541,0.656146135
TCGA-KQ-A41S,1.511581981,-0.076349201,2.252919873,0.914195017
TCGA-LC-A66R,1.740425592,0.433330397,3.287603073,2.33405949
TCGA-LT-A5Z6,1.566945824,-0.269547692,2.479034339,1.500365481
TCGA-LT-A8JT,1.633173198,-0.357471697,2.252531079,0.770741584
TCGA-MV-A51V,1.506230048,-0.575522727,1.846568623,0.815252238
TCGA-PQ-A6FI,1.741798442,-0.082614825,2.692687662,1.460275259
TCGA-PQ-A6FN,1.670271123,-0.592056973,2.458698034,1.276624921
TCGA-R3-A69X,1.664270205,0.123235229,2.531690881,1.220333026
TCGA-S5-A6DX,1.605994776,-0.37647317,3.091899529,0.689406542
TCGA-S5-AA26,1.318069717,-0.493128262,1.280626761,0.725870813
TCGA-SY-A9G0,1.571695827,0.080357118,2.088099235,1.28990319
TCGA-SY-A9G5,1.729693659,0.095434808,3.433638191,1.893732364
TCGA-UY-A78K,1.67703375,0.719121941,3.191611739,1.473966983
TCGA-UY-A78L,1.578616619,-0.125910918,2.250447057,1.981637425
TCGA-UY-A78M,1.493613225,-0.942779912,1.756987286,0.682262437
TCGA-UY-A78N,1.355135211,-0.435415035,1.692229285,0.858446961
TCGA-UY-A78O,1.571200839,-0.696985565,2.017182819,1.299570488
TCGA-UY-A78P,1.739327262,-0.053779561,3.524433389,1.758721185
TCGA-UY-A8OB,1.756792962,-0.271645609,3.036459025,2.162785381
TCGA-UY-A8OC,1.586364301,-0.50604044,1.904176379,1.405614403
TCGA-UY-A8OD,1.490369854,0.032366547,2.540840487,0.924424027
TCGA-UY-A9PA,1.745081636,-0.079467461,3.045037548,2.13893394
TCGA-UY-A9PB,1.756344258,0.161397031,3.484456073,2.357990083
TCGA-UY-A9PD,1.637682409,-0.483808621,2.360531533,0.740986047
TCGA-UY-A9PE,1.555929183,-0.803442669,2.166512982,0.864712756
TCGA-UY-A9PF,1.648191252,-0.524314036,2.320337789,1.422499558
TCGA-UY-A9PH,1.744345921,-0.024513861,3.330004572,1.73729842
TCGA-XF-A8HB,1.574622232,-0.725218816,2.053251556,0.949341207
TCGA-XF-A8HC,1.52214242,-0.592772746,1.215230363,1.182289083
TCGA-XF-A8HD,1.757577775,0.063815508,3.707901159,2.34565206
TCGA-XF-A8HE,1.738398583,0.210525532,3.255156312,2.277446467
TCGA-XF-A8HF,1.598390023,-0.699242517,2.166251959,0.696400078
TCGA-XF-A8HG,1.152464374,-0.912592209,1.261871836,1.142063936
TCGA-XF-A8HH,1.515672885,-0.438342638,2.207185403,1.114400791
TCGA-XF-A8HI,1.575772758,-0.18864271,1.752180581,1.119631939
TCGA-XF-A9SH,1.44131928,-0.376974109,1.702247601,0.670236573
TCGA-XF-A9SI,1.733008727,1.030932779,3.53259815,2.207036229
TCGA-XF-A9SJ,1.740018909,-0.290691202,3.151508476,1.960911033
TCGA-XF-A9SK,1.669830624,-0.600150034,2.776572904,1.012183183
TCGA-XF-A9SL,1.618238481,0.121816682,2.445059801,1.024050334
TCGA-XF-A9SM,1.751299475,0.67465203,3.657492518,2.357187523
TCGA-XF-A9SP,1.626995015,-0.383684837,2.378608099,0.730063238
TCGA-XF-A9ST,1.292919126,-0.700568129,1.305174569,1.911296667
TCGA-XF-A9SU,1.535090288,-0.517958729,2.603435755,0.961259687
TCGA-XF-A9SV,1.310842228,-0.326756759,1.90248632,0.289967792
TCGA-XF-A9SW,1.598349858,-0.196523958,2.295656223,0.968828379
TCGA-XF-A9SX,1.726082799,0.521596691,3.213506973,2.05666478
TCGA-XF-A9SY,1.747775955,0.571480656,3.70196395,2.980066578
TCGA-XF-A9SZ,1.650217959,-1.012253165,1.958738584,0.952264384
TCGA-XF-A9T0,1.409823551,-0.697497457,2.698100278,1.045150792
TCGA-XF-A9T2,1.52463749,-0.088408878,1.817177229,0.756826213
TCGA-XF-A9T3,1.74980799,-0.000938727,3.06379423,2.129096682
TCGA-XF-A9T4,1.720728908,-0.169203123,3.220720072,2.717661351
TCGA-XF-A9T5,1.755034502,0.248134994,3.57555709,1.804273041
TCGA-XF-A9T6,1.68562435,-0.519501538,2.40889355,1.821809508
TCGA-XF-A9T8,1.732093149,0.201014071,3.592643374,2.452741446
TCGA-XF-AAME,1.690752354,0.750526322,2.660778715,1.605080836
TCGA-XF-AAMG,1.386750546,-0.362643031,2.183475481,1.137676863
TCGA-XF-AAMH,1.396542359,-0.496295146,1.842321102,0.409764104
TCGA-XF-AAMJ,1.589007858,-0.243762466,2.312929421,1.017596721
TCGA-XF-AAML,1.736806237,-0.121128629,2.757091541,1.594575954
TCGA-XF-AAMQ,1.722471868,0.367396206,3.449998341,1.574432949
TCGA-XF-AAMR,1.568591675,-0.045662987,1.924507775,1.100845941
TCGA-XF-AAMT,1.688317598,-0.289879706,2.250517519,1.685731889
TCGA-XF-AAMW,1.722142501,0.071011367,2.800132985,2.194028437
TCGA-XF-AAMX,1.33791361,-0.76010867,2.252976929,0.976148148
TCGA-XF-AAMY,1.488495387,-0.452062652,2.029065125,0.8492228
TCGA-XF-AAMZ,1.443306558,-0.314972345,2.01007772,0.719405873
TCGA-XF-AAN0,1.661798459,0.147164322,2.690692996,1.158389635
TCGA-XF-AAN1,1.622731935,-0.67435832,2.072149501,0.766977657
TCGA-XF-AAN2,1.749012356,0.06361646,3.306417442,2.329172028
TCGA-XF-AAN3,1.570025102,-0.08661378,2.454323093,1.246828362
TCGA-XF-AAN4,1.69081861,0.454175482,3.207253626,2.318497412
TCGA-XF-AAN5,1.730277003,0.262580941,3.36211243,2.2705158
TCGA-XF-AAN7,1.51135918,-0.045774078,2.42926202,0.975574252
TCGA-XF-AAN8,1.612659413,0.226547566,2.459958139,1.209372907
TCGA-YC-A89H,1.380476257,-0.743885778,2.629361441,1.343906614
TCGA-YC-A8S6,1.604800121,0.145644552,2.259886428,1.771777765
TCGA-YC-A9TC,1.58885469,-0.389888314,2.015432624,2.676720124
TCGA-YF-AA3L,1.484502241,-0.478862684,1.620468107,0.555505563
TCGA-YF-AA3M,1.615892915,-0.549546051,1.888302685,1.208215551
TCGA-ZF-A9R0,1.679728283,-0.637680163,2.578135296,1.690815173
TCGA-ZF-A9R1,1.411499716,-0.51644635,1.908953496,1.019378035
TCGA-ZF-A9R2,1.538210821,-0.644443015,1.443419645,0.915130626
TCGA-ZF-A9R3,1.670471121,-0.378541797,2.144763431,1.2241548
TCGA-ZF-A9R4,1.724350082,-0.431833521,2.842951215,1.431998657
TCGA-ZF-A9R5,1.665902918,-0.34285885,1.933530581,0.946162311
TCGA-ZF-A9R7,1.749669143,0.545638482,3.527458866,1.968306393
TCGA-ZF-A9R9,1.539358524,-0.012594049,2.307214406,1.176750885
TCGA-ZF-A9RC,1.375129639,-0.522269167,1.786785084,0.449123413
TCGA-ZF-A9RD,1.729352006,-0.025882329,3.454670286,2.023491153
TCGA-ZF-A9RE,1.584427945,-0.54025778,2.30968414,1.00246845
TCGA-ZF-A9RF,1.733398831,0.669817177,3.162265563,2.526986359
TCGA-ZF-A9RL,1.426502383,-0.313619813,1.676032514,0.657170629
TCGA-ZF-A9RM,1.5945219,-0.514694381,1.280897823,1.292679081
TCGA-ZF-A9RN,1.661825902,0.085111066,3.256331542,2.361722171
TCGA-ZF-AA4N,1.670938921,0.048531412,2.751360829,1.767493519
TCGA-ZF-AA4R,1.667840958,-0.05454905,2.936541006,1.252131843
TCGA-ZF-AA4T,1.67967575,-0.86174711,1.923515369,1.394618012
TCGA-ZF-AA4U,1.673145651,-0.760318554,2.283659825,0.493179121
TCGA-ZF-AA4V,1.66294102,-0.003700341,3.018903306,2.246279409
TCGA-ZF-AA4W,1.722606312,-0.667381154,2.543763312,1.277134554
TCGA-ZF-AA4X,1.610403251,-0.242845319,2.034045127,1.621388182
TCGA-ZF-AA51,1.664149587,-0.118395276,3.019249052,1.482724984
TCGA-ZF-AA52,1.613132285,-0.37187221,2.452604508,1.106483276
TCGA-ZF-AA53,1.712841422,-0.212626874,3.335347157,2.009620841
TCGA-ZF-AA54,1.73018446,0.399348762,2.766167251,2.347642205
TCGA-ZF-AA56,1.713458412,-0.22668664,2.631765154,1.472351211
TCGA-ZF-AA58,1.756620288,0.524293378,3.686695315,2.584581098
TCGA-ZF-AA5H,1.747293034,0.221465931,3.273690075,2.595206228
TCGA-ZF-AA5N,1.668990781,-0.741521574,2.180131353,1.161275143
TCGA-ZF-AA5P,1.713745496,-0.214738735,2.561196267,1.310805853
TCGA-3C-AAAU,1.50197612,0.075205305,1.883854105,1.138378496
TCGA-3C-AALI,1.643245686,0.523718934,3.257082089,1.547253978
TCGA-3C-AALJ,1.61286992,0.215921619,2.800786362,1.002865555
TCGA-3C-AALK,1.568688724,0.243576706,2.406270116,1.14069027
TCGA-4H-AAAK,1.498636016,0.243472725,2.402607502,1.265921039
TCGA-5L-AAT0,1.560939663,0.232521076,2.782674382,0.964368072
TCGA-5L-AAT1,1.690275918,0.713628266,3.343213673,1.55684262
TCGA-5T-A9QA,1.601386144,-0.164731793,1.921045734,0.861904628
TCGA-A1-A0SB,1.202370496,0.350243558,1.704553978,0.568553712
TCGA-A1-A0SD,1.630659004,0.287754258,2.687441622,1.443994802
TCGA-A1-A0SE,1.371454934,0.432818656,2.350801907,1.170892158
TCGA-A1-A0SF,1.551447885,0.599025804,2.834921815,1.192168656
TCGA-A1-A0SG,1.461653348,-0.026003022,2.318002435,1.235533497
TCGA-A1-A0SH,1.413518389,0.120018215,2.266390333,1.11119528
TCGA-A1-A0SI,1.659328114,0.502076737,3.193443063,1.6976852
TCGA-A1-A0SJ,1.531529856,0.362763038,2.224831337,1.05085517
TCGA-A1-A0SK,1.103214676,0.264835721,1.989376862,0.649996507
TCGA-A1-A0SM,1.4105205,0.249494792,2.098877174,1.224864419
TCGA-A1-A0SN,1.612585799,0.396138959,2.898494761,1.555799151
TCGA-A1-A0SO,1.356823713,-0.338602945,2.569348096,0.858422895
TCGA-A1-A0SP,1.545366766,-0.118366418,2.751613621,1.300404161
TCGA-A1-A0SQ,1.366193295,0.094452631,2.208059328,1.02866477
TCGA-A2-A04N,1.41009486,0.215901619,2.311345614,1.068085628
TCGA-A2-A04P,1.69008658,0.238781387,3.013198921,1.462522278
TCGA-A2-A04Q,1.752050598,1.164809606,3.821477566,2.175691524
TCGA-A2-A04R,1.321948641,-0.059504171,2.002886166,1.074326303
TCGA-A2-A04T,1.546868354,0.519813187,3.186220326,1.654777013
TCGA-A2-A04U,1.388621825,-0.752878591,2.097834674,0.556024946
TCGA-A2-A04V,1.454849333,-0.044439913,2.251046465,0.87613698
TCGA-A2-A04W,1.444574478,-0.256234443,2.329437583,0.904401745
TCGA-A2-A04X,1.736273058,0.617854163,3.386935928,1.705377852
TCGA-A2-A04Y,1.612334655,0.787850084,2.868085346,1.223347949
TCGA-A2-A0CK,1.577778121,0.36190425,2.524701889,0.938359587
TCGA-A2-A0CL,1.726910258,1.771483817,3.517852521,2.093610772
TCGA-A2-A0CM,1.738425313,0.692402535,3.660137179,2.25876894
TCGA-A2-A0CO,1.673669071,1.004616281,2.88183504,1.651899928
TCGA-A2-A0CP,1.452547582,0.016052468,2.357083013,1.043503745
TCGA-A2-A0CQ,1.524637708,-0.076529728,2.205026251,1.081937489
TCGA-A2-A0CR,1.685411636,1.195040919,3.238470314,0.976427934
TCGA-A2-A0CS,1.51744244,-0.093962424,2.3622654,0.946692927
TCGA-A2-A0CT,1.510293365,-0.036911524,2.195033499,1.089467065
TCGA-A2-A0CU,1.300922892,0.020099032,2.129278361,1.385450758
TCGA-A2-A0CV,1.51717963,0.367209392,2.796486003,1.383971469
TCGA-A2-A0CW,1.691571467,0.103992225,2.964419004,1.532126044
TCGA-A2-A0CX,1.608314522,0.452094932,3.042615001,1.603668242
TCGA-A2-A0CY,1.342048056,0.039705513,1.7937042,0.538510897
TCGA-A2-A0CZ,1.596473381,0.225022193,2.794948917,1.341482007
TCGA-A2-A0D0,1.682255325,-0.111222427,3.148577396,1.462496826
TCGA-A2-A0D1,1.384163523,0.113980774,2.256694181,0.88036192
TCGA-A2-A0D2,1.634052624,-0.009344881,2.828137942,1.264156437
TCGA-A2-A0D3,1.568659606,0.500710264,2.674034155,1.40108677
TCGA-A2-A0D4,1.492179807,-0.017762744,2.073040584,0.966315416
TCGA-A2-A0EM,1.447111244,-0.103751091,2.134605596,1.394322074
TCGA-A2-A0EN,1.661401402,0.97149877,3.150904948,1.731095371
TCGA-A2-A0EO,1.511623878,0.373980877,2.616732547,1.301247089
TCGA-A2-A0EP,1.679971271,1.642514619,3.048295582,1.915902966
TCGA-A2-A0EQ,1.707652981,1.35859234,3.609389393,1.942663219
TCGA-A2-A0ER,1.42806987,0.32741091,2.321540403,0.988532203
TCGA-A2-A0ES,1.49662097,0.68290323,2.614497992,1.299873233
TCGA-A2-A0ET,1.594609826,0.423988253,2.60231126,1.146162157
TCGA-A2-A0EU,1.479119458,-0.050185709,2.454162441,1.447446431
TCGA-A2-A0EV,1.640931225,0.458939784,2.788854717,1.512936417
TCGA-A2-A0EW,1.489702978,0.564107775,2.535451432,1.512240004
TCGA-A2-A0EX,1.390485024,0.309585945,2.330632649,1.044151544
TCGA-A2-A0EY,1.466784063,0.515739387,2.681681887,1.301609392
TCGA-A2-A0ST,1.748520504,1.594048654,3.816186333,2.209080503
TCGA-A2-A0SU,1.575537986,0.417237926,2.544717125,0.846751412
TCGA-A2-A0SV,1.674636402,0.238261535,2.631994541,1.3443569
TCGA-A2-A0SW,1.692035562,0.600815342,3.245775628,1.578101452
TCGA-A2-A0SX,1.700062718,1.230775122,3.366553852,1.885286569
TCGA-A2-A0SY,1.510305205,0.539256258,2.802727921,1.354162242
TCGA-A2-A0T0,1.405028464,-0.053939181,2.837537613,1.095786344
TCGA-A2-A0T1,1.698186116,0.767080418,3.367846262,1.839890777
TCGA-A2-A0T2,1.529616917,-0.333926579,2.660787149,0.802773725
TCGA-A2-A0T3,1.357073374,0.091080555,2.264313714,1.076946126
TCGA-A2-A0T4,1.559408865,0.413378747,2.914886097,1.332394018
TCGA-A2-A0T5,1.429634884,0.089396248,2.161460086,1.172012964
TCGA-A2-A0T6,1.527170313,0.73760267,2.76431577,1.60853673
TCGA-A2-A0T7,1.580568862,0.403541001,2.378803186,1.308658305
TCGA-A2-A0YC,1.638797922,0.289150149,2.499587409,1.420643799
TCGA-A2-A0YD,1.622982283,0.4434364,2.657738474,1.937894852
TCGA-A2-A0YE,1.562314192,-0.315293196,2.587162059,1.070890833
TCGA-A2-A0YF,1.447892106,0.340426271,2.472652303,1.280257311
TCGA-A2-A0YG,1.5122981,0.108997283,2.633049621,1.139797255
TCGA-A2-A0YH,1.655742264,0.67497401,2.983187224,1.850579463
TCGA-A2-A0YI,1.550854092,0.662210693,2.884983811,1.453775332
TCGA-A2-A0YJ,1.509949986,-0.490810018,2.156345047,1.353381445
TCGA-A2-A0YK,1.646231625,1.447233695,3.160666491,1.777265835
TCGA-A2-A0YL,1.545071889,0.799122136,2.660236182,1.664331654
TCGA-A2-A0YM,1.69630885,0.1926166,3.049180069,1.603882371
TCGA-A2-A0YT,1.531452875,0.354341452,2.427590444,1.221229004
TCGA-A2-A1FV,1.068302247,0.298090136,1.963259629,0.695175111
TCGA-A2-A1FW,1.436389488,0.354083408,2.405432698,1.183050505
TCGA-A2-A1FX,1.553129273,0.052390759,2.520657399,1.193769992
TCGA-A2-A1FZ,1.423628372,0.28625864,2.544541014,1.1897934
TCGA-A2-A1G0,1.44065723,0.754502939,2.482883144,1.430877726
TCGA-A2-A1G1,1.703060101,0.51676126,3.422798957,2.020816887
TCGA-A2-A1G4,1.257487399,0.213513039,2.168701284,1.22778133
TCGA-A2-A1G6,1.413191705,0.679336517,2.03819111,1.294005233
TCGA-A2-A259,1.549492841,0.596879449,2.667498855,1.926145838
TCGA-A2-A25A,1.564369993,0.730124705,2.718108439,1.601509174
TCGA-A2-A25B,1.495985602,0.244922037,2.918210129,1.66403429
TCGA-A2-A25C,1.680823691,0.64755106,2.670946519,1.582902718
TCGA-A2-A25D,1.692360588,0.863828408,3.252046597,1.734903792
TCGA-A2-A25E,1.471784861,0.436847191,2.450508333,1.067881378
TCGA-A2-A25F,1.72623804,2.040034847,3.745950172,2.471486806
TCGA-A2-A3KC,1.499384762,0.658533526,2.388991664,1.381625821
TCGA-A2-A3KD,1.419749708,0.204977996,2.24982711,1.099079532
TCGA-A2-A3XS,1.595404863,0.317024399,2.614487987,0.979357134
TCGA-A2-A3XT,1.708528117,0.230661983,3.191818395,1.462933796
TCGA-A2-A3XU,1.570897762,-0.784473317,1.531221873,0
TCGA-A2-A3XV,1.552064126,-0.544030983,2.106619349,0.359892373
TCGA-A2-A3XW,1.665855288,-0.227140215,2.332117266,0.907798184
TCGA-A2-A3XX,1.607950162,0.316815183,2.726165398,0.980830245
TCGA-A2-A3XY,1.715360528,0.531395585,3.037552879,1.77219771
TCGA-A2-A3XZ,1.673511735,0.782281121,2.961937267,1.445261614
TCGA-A2-A3Y0,1.723849722,0.094718759,3.304415519,1.790604608
TCGA-A2-A4RW,1.569727122,0.275369899,2.644169917,1.117486732
TCGA-A2-A4RX,1.648568672,0.460519279,2.689440168,1.338336947
TCGA-A2-A4RY,1.592474838,0.52835333,2.418850696,1.325868538
TCGA-A2-A4S0,1.492126033,-0.229251725,2.037065454,1.09613802
TCGA-A2-A4S1,1.693244593,-0.565927019,2.683225757,0.267359491
TCGA-A2-A4S2,1.738862493,0.424877025,2.86877966,2.01462553
TCGA-A2-A4S3,1.69644009,0.31750054,2.97370794,1.320212776
TCGA-A7-A0CD,1.567382937,-0.019128039,2.216063853,1.183341034
TCGA-A7-A0CE,1.688280018,-0.080843803,2.564797339,1.538601379
TCGA-A7-A0CG,1.564669196,0.991341828,2.875034867,1.505213761
TCGA-A7-A0CH,1.487655775,0.264236959,2.289048949,1.148722933
TCGA-A7-A0CJ,1.614383974,0.208106008,2.521478627,1.52934436
TCGA-A7-A0D9,1.299504251,0.149918715,2.014009312,0.880075808
TCGA-A7-A0DA,1.692479546,-0.057879885,2.339445823,1.196607225
TCGA-A7-A0DB,1.438769612,-0.199585223,2.150561289,1.365944503
TCGA-A7-A0DC,0.93873763,-0.470574282,1.268233141,1.120945555
TCGA-A7-A13D,1.590836619,-0.667392837,2.043887679,0.91970031
TCGA-A7-A13E,1.611777178,-0.546616399,2.191967903,0.938849824
TCGA-A7-A13F,1.369234923,-0.06477676,1.97739826,0.936035957
TCGA-A7-A13G,1.433252535,0.120052127,1.9391783,1.10850752
TCGA-A7-A13H,1.623255884,0.499849806,2.940303982,1.752238266
TCGA-A7-A26E,1.378311989,0.405416879,2.365206063,1.129586783
TCGA-A7-A26F,1.650519904,0.647200786,2.886994525,2.152911813
TCGA-A7-A26G,1.620950815,0.62789661,3.013863777,1.643312495
TCGA-A7-A26H,1.507993799,0.621816663,2.631051979,1.416062728
TCGA-A7-A26I,1.605723322,0.01369291,2.359952549,1.650373585
TCGA-A7-A26J,1.639408864,0.23742022,2.520946446,1.54826163
TCGA-A7-A2KD,1.560914024,0.746041563,2.881333453,1.482284601
TCGA-A7-A3IY,1.597461131,-0.066449924,2.593615863,1.175279818
TCGA-A7-A3IZ,1.237564398,0.01800156,2.090983678,1.020174761
TCGA-A7-A3J0,1.66712003,0.037202092,3.031485929,1.456778872
TCGA-A7-A3J1,1.62108379,0.769244682,2.939049453,1.797496057
TCGA-A7-A3RF,1.555359599,-0.27420169,1.99231605,0.734167523
TCGA-A7-A425,1.462265998,-0.085504857,2.131899001,0.779834494
TCGA-A7-A426,1.512164056,0.231705879,2.210667586,1.129664117
TCGA-A7-A4SA,1.652684533,0.527858785,2.963133485,1.723085255
TCGA-A7-A4SB,1.490635424,0.191869524,2.029907956,0.789806261
TCGA-A7-A4SC,1.483143262,0.591188608,2.425773339,1.325722909
TCGA-A7-A4SD,1.744487151,0.184926056,3.394388169,1.927278464
TCGA-A7-A4SE,1.710302392,-0.050647973,2.618471071,1.356085162
TCGA-A7-A4SF,1.599145371,0.291782552,2.499689641,1.248613195
TCGA-A7-A56D,1.671222161,-0.471484569,2.588849884,0.954758531
TCGA-A7-A5ZV,1.666080048,-0.789787498,2.330261472,1.021424995
TCGA-A7-A5ZW,1.551806626,0.603713521,2.59645097,1.384303225
TCGA-A7-A5ZX,1.404502152,0.28343454,1.955152738,1.161481802
TCGA-A7-A6VV,1.614844474,0.015489597,2.790200947,1.433632246
TCGA-A7-A6VW,1.731130232,-0.780966211,2.468360011,1.197994145
TCGA-A7-A6VX,1.581680063,0.347387837,2.430421875,1.63389547
TCGA-A7-A6VY,1.747812391,0.170701184,3.533156804,1.728978392
TCGA-A8-A06N,1.510602834,-0.073146674,2.190636586,1.534940716
TCGA-A8-A06O,1.507443766,0.393342995,2.576954817,1.444900045
TCGA-A8-A06P,1.402907893,0.037961314,2.172233702,1.182134925
TCGA-A8-A06Q,1.378012973,0.103804064,2.205681956,1.038226615
TCGA-A8-A06R,1.582149498,0.320758343,3.021228995,1.401677918
TCGA-A8-A06T,1.694589701,0.110275566,2.94262114,1.52947527
TCGA-A8-A06U,1.69936511,0.10537356,3.082696705,1.372162382
TCGA-A8-A06X,1.676490635,0.367404691,2.994451414,1.682985764
TCGA-A8-A06Y,1.582197998,-0.173930141,2.103579679,0.634779458
TCGA-A8-A06Z,1.407526287,-0.037799483,1.98592302,1.005141888
TCGA-A8-A075,1.66134737,0.414708509,3.097452933,1.715287002
TCGA-A8-A076,1.596670062,0.255524998,2.551856802,1.545194507
TCGA-A8-A079,1.45260116,0.116376527,2.338966826,1.131525637
TCGA-A8-A07B,1.358446822,0.365856712,2.493183003,1.012769756
TCGA-A8-A07C,1.332292753,0.291924029,3.034339816,1.659734652
TCGA-A8-A07E,1.493830191,0.624422235,2.622350899,1.259880447
TCGA-A8-A07F,1.639540199,0.149347515,2.702692167,1.426128849
TCGA-A8-A07G,1.561075948,0.300680154,2.449633556,1.147660869
TCGA-A8-A07I,1.706898935,0.683652441,2.872595245,1.86259287
TCGA-A8-A07J,1.526328177,0.098471973,2.556131431,1.307953624
TCGA-A8-A07L,1.475613087,-0.124200495,2.140863397,1.065344393
TCGA-A8-A07O,1.590288776,0.13239147,2.67385952,1.234221073
TCGA-A8-A07P,1.494091486,-0.093849102,2.458667181,1.253619042
TCGA-A8-A07R,1.641512507,-0.333826726,2.465159383,1.35427367
TCGA-A8-A07S,1.544304485,-0.049843408,2.188555434,1.167987463
TCGA-A8-A07U,1.75560626,1.120512511,3.693259327,2.438619866
TCGA-A8-A07W,1.451433621,0.201799662,2.603021153,1.360354808
TCGA-A8-A07Z,1.683846097,-0.279948095,2.55672695,1.517661624
TCGA-A8-A081,1.650165194,0.754808845,3.22125385,1.693502711
TCGA-A8-A082,1.428622855,0.259436876,2.077441819,1.127104798
TCGA-A8-A083,1.616369667,-0.21916512,2.272221135,1.517830375
TCGA-A8-A084,1.6453789,0.193022217,2.427405997,1.529847251
TCGA-A8-A085,1.212653808,-0.384275809,1.597972675,0.533784764
TCGA-A8-A086,1.427429341,-0.042842296,2.34823907,1.288671686
TCGA-A8-A08A,1.539245672,0.084440025,2.561526508,1.060418291
TCGA-A8-A08B,1.681471616,0.578045316,2.870051983,1.76656527
TCGA-A8-A08C,1.622297577,0.055533503,2.366733691,1.142023228
TCGA-A8-A08F,1.674070163,0.534712656,3.244970583,1.82804991
TCGA-A8-A08G,1.560233921,0.154113186,2.766206146,1.36272745
TCGA-A8-A08H,1.615221982,0.51747336,2.545946994,1.589570964
TCGA-A8-A08I,1.754153718,1.028374739,3.58825449,2.471513203
TCGA-A8-A08J,1.608422272,0.167111637,2.576300054,1.397107102
TCGA-A8-A08L,1.50633945,0.945198408,3.10807608,1.523231249
TCGA-A8-A08O,1.431624711,-0.162246899,2.065896348,1.524912554
TCGA-A8-A08P,1.663398974,0.871277214,3.388772074,1.870289756
TCGA-A8-A08R,1.690009591,0.693263542,3.420282854,1.958866207
TCGA-A8-A08S,1.681153121,0.309019209,2.584535785,1.477588594
TCGA-A8-A08T,1.359942432,0.159212198,2.203549268,1.321530081
TCGA-A8-A08X,1.583980531,0.759585757,3.094111046,1.60245502
TCGA-A8-A08Z,1.486516801,0.425544684,2.348459275,1.792610883
TCGA-A8-A090,1.620512055,0.259877965,2.718696333,1.493085639
TCGA-A8-A091,1.285204138,0.6242577,2.279787393,1.012934192
TCGA-A8-A092,1.558392463,0.091329638,2.486022854,1.263896331
TCGA-A8-A093,1.380971439,-0.02917785,1.959277676,1.418239955
TCGA-A8-A094,1.578289582,0.542326284,3.519311168,1.924657061
TCGA-A8-A095,1.483821081,0.321015803,2.423086256,1.010723865
TCGA-A8-A096,1.678374678,0.568446481,3.332634869,2.018900128
TCGA-A8-A097,1.568807611,0.350221756,2.601476841,1.40572874
TCGA-A8-A099,1.477552728,0.360113257,2.560817599,1.298811609
TCGA-A8-A09A,1.42062003,0.600865083,2.901183052,1.450036529
TCGA-A8-A09B,1.490952967,0.218186658,2.238277195,1.333443244
TCGA-A8-A09C,1.434924833,0.170659696,2.159410893,0.80303354
TCGA-A8-A09D,1.541751179,0.511532067,2.617257289,1.279742209
TCGA-A8-A09E,1.65417266,-0.226853791,2.480317275,1.247076763
TCGA-A8-A09G,1.697416001,0.740527804,3.095638416,1.607302725
TCGA-A8-A09I,1.680538629,0.539295585,3.272996552,1.833022737
TCGA-A8-A09K,1.50246344,0.68094895,3.011022851,1.496515903
TCGA-A8-A09M,1.65457664,0.624398943,3.120354435,1.611009162
TCGA-A8-A09N,1.63830292,-0.003650048,2.691540703,1.05969592
TCGA-A8-A09Q,1.499399082,0.345993855,2.956834568,1.632164627
TCGA-A8-A09R,1.706124181,0.134993382,3.41353118,1.87161788
TCGA-A8-A09T,1.448617749,-0.3130613,2.413812364,1.28061934
TCGA-A8-A09V,1.252972132,0.300930099,1.962557631,1.107986255
TCGA-A8-A09W,1.535611041,0.229889768,2.562309099,0.952661699
TCGA-A8-A09X,1.574156269,0.850049441,3.154858211,1.675433701
TCGA-A8-A09Z,1.746442147,0.443626174,3.213895361,2.065486348
TCGA-A8-A0A1,1.616801834,0.866398839,3.212662014,2.123943062
TCGA-A8-A0A2,1.396096113,0.516594369,2.66951369,1.329479238
TCGA-A8-A0A4,1.459773606,0.100028615,2.330789314,1.446928415
TCGA-A8-A0A6,1.669607212,0.98044925,3.324155128,1.839441593
TCGA-A8-A0A7,1.699262191,1.352030283,3.594238763,2.011519695
TCGA-A8-A0A9,1.618074273,0.103061167,2.721895324,1.723006368
TCGA-A8-A0AB,0.954558064,0.138660238,1.620744308,0.405960735
TCGA-A8-A0AD,1.452034039,0.027498433,2.260942639,1.199063704
TCGA-AC-A23C,1.663408266,0.647891672,2.9764766,1.516991243
